qseqid,group7057,group3478,group3762,group6361,group5266,group6362,group6363,group6364,group6365,group6366,group9064,group6371,group6372,group6374,group5606,group5607,group5608,group3611,group3645,group3644,group3643,group3641,group3640,group3639,group3638,group3637,group3635,group6378,group6381,group3614,group3612,group7092,group3755,group3752,group5700,group6390,group6392,group8281,group7302,group157,group6515,group6514,group6513,group6511,group6510,group152,group151,group6508,group6507,group6506,group6505,group6504,group6503,group6502,group6501,group134,group6499,group6498,group6497,group6496,group6495,group6494,group6493,group6492,group6491,group6490,group6489,group6488,group95,group62,group14,group12,group11,group10,group5999,group6417,group5678,group1251,group6456,group6455,group6454,group6453,group6452,group6451,group6450,group6449,group6448,group6447,group6444,group6443,group6438,group6437,group5490,group5485,group4298,group4297,group6345,group6348,group6349,group6350,group6351,group6352,group6353,group6355,group6356,group6357
group7057,1.0,0.235926192399,0.190730375735,0.0209127812341,0.159037499882,0.290489876956,0.0879616828417,0.0572113325659,0.341240483294,0.273130784798,0.123534944982,0.494261140226,0.306382993262,0.347955499082,0.362876216859,0.352373241917,0.35847030454,0.00854399142632,0.0516135102996,0.0507137112699,0.0414375453492,0.0109179901407,0.0487819097369,0.0117984141805,0.0676911798339,0.0952505446165,0.0766185152035,0.180710101593,0.1685524737,0.098935892766,0.165991639352,0.148059097292,0.0507015803385,0.37520472429,0.202218557293,0.132755774754,0.146123953884,0.0542121315783,0.00576132630262,0.0453633420231,0.0890766635315,0.066552332824,0.122802159235,0.0799692765036,0.131589368522,0.23428949347,0.247109068433,0.279169609908,0.0876575159317,0.193799092529,0.100063765809,0.12261797039,0.13551476096,0.12632546177,,0.264933761858,0.126661373592,0.0563224862084,0.123399656428,0.0862204421277,0.0975711929951,0.130662629882,0.15001413251,0.173228932509,0.13823267544,0.137676180671,0.0157992732397,0.0396436768653,0.0195108991195,0.0217402855625,0.0121547062304,0.06834147131,0.0581602626034,0.0593758798344,0.00563936820212,0.0542344722968,,0.0831249581917,0.00468253558857,0.0573797434743,0.0791809825108,0.0377635784548,0.0925157099514,0.0876425322796,0.103583458264,0.0678956870119,0.0521683518849,0.101552687115,0.164638161297,0.123705239261,0.252565865378,0.3142220921,0.0647270559751,0.120913482364,0.00756778834394,0.0660298651591,0.230012901921,0.463848121954,0.165371944033,0.146291898551,0.0886374467047,0.23828027162,0.322328398295,0.321499203847,0.468774257836,0.121646755722
group3478,0.235926192399,1.0,0.0093819143173,0.0417521519378,0.152543384186,0.193067071054,0.359585392519,0.130472223338,0.338045308357,0.22296232754,0.232256841009,0.336464392661,0.298791914398,0.2856065109,0.447752185149,0.367484625788,0.35753774989,0.0417231060875,0.0802389370889,0.107342908046,0.114776472016,0.106982816446,0.187673979661,0.0558414772993,0.142881112139,0.229771346021,0.2633022635,0.176398375372,0.0965242468824,0.0382277729193,0.144845693958,0.148778169718,0.0664576331164,0.196629761692,0.175563725191,0.0663627810787,0.115051778887,0.0692240555226,0.00337988855493,0.208509468459,0.190002236731,0.0459912903776,0.239737275509,0.123681062674,0.144771980093,0.168658819753,0.152982337603,0.183659164588,0.126784620674,0.166057424275,0.145774505987,0.1950164111,0.17453754295,0.0641083965498,,0.172636579969,0.265798852709,0.0703206566282,0.127433429483,0.145803331554,0.150093603719,0.216410623591,0.16950498262,0.164036736068,0.139323408214,0.220693441206,0.0693899412614,0.106511654159,0.0543494223855,0.0422733495258,0.0362558710407,0.181947336184,0.147351036158,0.141584752028,0.0191592660826,0.194254022338,,0.190490865096,0.00942348484071,0.180438767922,0.239046483341,0.142587057117,0.205827642393,0.21741196274,0.257033339435,0.141168781302,0.11726690833,0.207483761695,0.179656063798,0.0663798385938,0.268166961305,0.105090744005,0.185373662243,0.550536078282,0.039618478821,0.284327155223,0.338764215445,0.0370837542062,0.289274473753,0.369394313853,0.253801509853,0.156955520297,0.472191724103,0.560579285984,0.691846403884,0.39289735838
group3762,0.190730375735,0.0093819143173,1.0,0.00350635019547,0.0146590414929,0.0148372897462,0.0128651686076,0.00724969069756,0.0128013138123,0.0115833639223,0.00419892213281,0.0167956171076,0.0138958293287,0.00825499337471,0.0163948201764,0.0179944655481,0.0126285236198,0.00456500260093,0.0109526769727,0.0108924701845,0.00875514658206,0.00641039721606,0.00722248926515,0.00542275370333,0.00985898032071,0.014439081796,0.00984296460384,0.00871511431417,0.0090115292148,0.0112873959975,0.00512167045236,0.00558653554431,0.00317622756074,0.012034808842,0.00530486161507,-0.00052257764107,0.0153599918182,0.0019359254595,-0.000853631652473,0.00764641503935,0.0110134150037,0.0110856542108,0.00693020235892,0.00724762088101,0.00945906748012,0.0047625195422,0.00831805273522,0.0163690342532,0.00388548310957,0.00767292761237,0.00880054856359,0.00235118141127,0.00528406746162,0.00404862178079,,0.014201259553,0.00569747581004,0.00573354790707,0.007587195645,0.00752502188479,0.00733841720559,0.00980473032379,0.00968903639834,0.00830408002362,0.00533981723265,0.00654095614433,0.00385082708703,0.00292655127902,0.00632764819069,0.0172670756158,0.00135095616182,0.00549556209644,0.00378224147812,0.030854403404,0.00148103725989,0.0062983014368,,0.00925370436761,0.00345143042986,0.00811736900444,0.00780043082561,0.00585274314266,0.00944987667649,0.00801491211365,0.00892195000247,0.00894559662071,0.00390121275358,0.00943022155523,0.00739725648097,0.00528554691098,0.00588362650491,0.0204941729706,0.00966048859173,0.0201067068507,0.000663548593845,0.00283262615034,0.0094791735153,0.00912958874551,0.00812243601772,0.00914829384631,0.0118757159337,0.0150871184861,0.00887798490056,0.00970979149573,0.0149230491047,0.0141161187752
group6361,0.0209127812341,0.0417521519378,0.00350635019547,1.0,0.0266201823505,0.0301139971187,0.0540406336781,0.0503584552222,0.0556183880178,0.0478743950405,0.170032272367,0.0539413872189,0.0729198011954,0.059096114104,0.0524176928995,0.0866551500607,0.0705783097013,0.0312618222244,0.13269021005,0.181334010866,0.225940908593,0.025755415987,0.0425569447633,0.0208567908598,0.049056879227,0.0461503162893,0.0273062987322,0.0323529353732,0.0349947928743,0.0198654016046,0.317217013544,0.0493981591772,0.0707152811364,0.0464491529222,0.0240633663367,0.0224508002387,0.0175978725568,0.00208426021391,0.0100676993105,0.041318515632,0.036196841065,0.0338066256203,0.0316823292841,0.0395014463768,0.0220731405847,0.0109007623036,0.0261493123177,0.0243334650324,0.0266037870783,0.0375797180125,0.0338215298992,0.0144766475084,0.0464903747561,0.0126845876582,,0.035773496127,0.0224625160567,0.0240636647583,0.0883134699255,0.0313682816788,0.0179782817032,0.0285280297054,0.0358062135498,0.0315556085518,0.0271655602863,0.0395367722541,0.0249889586151,0.0545396647119,0.0712683735687,0.0245425822805,0.214396869364,0.0519269285668,0.0703178345097,0.0360224315847,0.0139717620831,0.0408286103227,,0.187548156748,0.00560086430779,0.0594756982615,0.0530574247817,0.0402582863171,0.0555244773493,0.0427249443228,0.0707826890749,0.0630811984062,0.0774970249541,0.0774516115741,0.0167326419923,0.0414474522523,0.0236258115797,0.0289721925915,0.0268038048216,0.0348475847763,0.0222215099153,0.0421089016303,0.0828458218041,0.00646942794563,0.0343012172411,0.0535978936329,0.0568133510628,0.0219000480914,0.29304743662,0.0664485078602,0.0574684075377,0.0562539043315
group5266,0.159037499882,0.152543384186,0.0146590414929,0.0266201823505,1.0,0.313850629352,0.359096615433,0.259789249868,0.287577089619,0.327630495534,0.321882047272,0.336827446215,0.385401627653,0.182960010228,0.384502868388,0.435825860139,0.232938189711,0.278880393581,0.248647070179,0.284754766422,0.259209725132,0.158613482406,0.221330277868,0.0495601694259,0.203306664916,0.266410155054,0.098807437,0.208976706549,0.0794640601551,0.0920948958774,0.0508555945223,0.188110164972,0.132821879392,0.247241552754,0.219768335672,0.0453796622113,0.529762971383,0.027009969276,0.00122024414929,0.141449066812,0.226228393039,0.0544256615786,0.207976430122,0.0819285869794,0.146785310878,0.135541563026,0.153509754061,0.0791618349521,0.110347450377,0.102743911928,0.1856491685,0.0951623057464,0.0928353922714,0.107296521647,,0.261876635316,0.103774954765,0.122133045998,0.086131021723,0.131749336737,0.121107086739,0.121222419859,0.14039479239,0.117716630003,0.118196871256,0.144145118511,0.11761474632,0.0961096538428,0.0749418099787,0.134590084844,0.062802482439,0.221541910554,0.210922366004,0.225753645236,0.00905390109046,0.105802518533,,0.141814657161,0.0686549385193,0.154697150155,0.132158601588,0.128609843512,0.177983178425,0.14915847254,0.150912374576,0.123915736548,0.0801826275778,0.0877737563501,0.0960719461433,0.0130794962149,0.0432002561909,0.0469161440506,0.216100181406,0.0848279931243,0.31325503582,0.313621001516,0.210427548048,0.102902938755,0.091110046042,0.181201578863,0.217115935942,0.159440057216,0.160538131036,0.314981665633,0.204865353274,0.240291192871
group6362,0.290489876956,0.193067071054,0.0148372897462,0.0301139971187,0.313850629352,1.0,0.361636184463,0.385843195531,0.308028204492,0.318994963706,0.236785515498,0.395440513437,0.423885393991,0.390344548534,0.273012897621,0.340034702825,0.220619584307,0.11252658556,0.088041490201,0.102159087558,0.112991136699,0.111543986701,0.145087062059,0.0369239589088,0.178740247247,0.224408507172,0.13192868476,0.187008967567,0.133816499148,0.0366785713902,0.0803234072329,0.0917117343074,0.0823483736765,0.126779534442,0.124179019027,0.0723976559672,0.310255882311,0.0535441246297,0.00174441927815,0.190706539777,0.159881276158,0.0309034961364,0.17958148249,0.0854434923405,0.158572521795,0.288958642225,0.19223998459,0.127700248156,0.0922946212983,0.111985444839,0.169263761743,0.140182021907,0.0728001893967,0.0953084578919,,0.132949109438,0.125626425022,0.0998052341313,0.070097918455,0.125583826842,0.0892628143696,0.10646792348,0.0899782893651,0.164180001515,0.169705075995,0.176949465131,0.0619498383463,0.0461038979221,0.0785577631072,0.128736942407,0.0288802383566,0.144256454178,0.188615855934,0.14086347808,0.0157286602032,0.0434552491344,,0.145801795582,0.0945519717016,0.109524461048,0.119596357181,0.0952620910479,0.16449761241,0.120510378914,0.228745282222,0.104306123494,0.202239023457,0.240925709341,0.166644825347,0.00851991048308,0.111982029729,0.0519311452377,0.178954166194,0.125452524903,0.0728184532335,0.161762329174,0.0670697376755,0.0835548968723,0.216482331975,0.090878131219,0.114558630251,0.26414679635,0.116707325268,0.196019085109,0.278195722018,0.132808391739
group6363,0.0879616828417,0.359585392519,0.0128651686076,0.0540406336781,0.359096615433,0.361636184463,1.0,0.436635776388,0.638361319057,0.648526335741,0.486823569883,0.548823991055,0.520388935987,0.509507860633,0.585849992538,0.548121334232,0.422263503356,0.253270005592,0.353119061429,0.410755660164,0.378505769835,0.20117700628,0.416187901339,0.120260693194,0.291619781233,0.256043617778,0.323052492267,0.254918857511,0.134425977199,0.0998523989106,0.137640614746,0.186253680298,0.1444526087,0.244649522685,0.306675712938,0.0696433587094,0.233899986083,0.147449762775,0.00506794151316,0.372932654566,0.429549429775,0.0954030870795,0.57192119232,0.347076491987,0.29832758936,0.299981079208,0.351084692638,0.221579412054,0.299144921869,0.326180797294,0.262470555109,0.317726151793,0.332636048068,0.344781850559,,0.405203117306,0.332239988811,0.230214545791,0.207071408991,0.273379038695,0.16660123802,0.235540202258,0.265220824063,0.32991777145,0.282203088501,0.28851570511,0.152157245208,0.227127841545,0.251218482385,0.100458497685,0.0503742725653,0.378765047545,0.232322073268,0.31666190858,0.0169753642685,0.318766224152,,0.290778109482,0.373292751159,0.326974743494,0.299806576561,0.233447411719,0.410086698854,0.337704263679,0.386393751372,0.312554880992,0.18695080088,0.363223629398,0.193531995891,0.212257067258,0.25278954982,0.0935103674394,0.173418015821,0.22172409844,0.133339597049,0.249481510289,0.4020885318,0.0576939825028,0.220313498641,0.3671970718,0.380279015417,0.412235475945,0.34382580165,0.479326398398,0.445325984044,0.402546312917
group6364,0.0572113325659,0.130472223338,0.00724969069756,0.0503584552222,0.259789249868,0.385843195531,0.436635776388,1.0,0.425460439904,0.46197966963,0.449910558086,0.379896306314,0.508959999668,0.435584330666,0.368338414731,0.47145272819,0.366074901751,0.147546026913,0.191853625447,0.249457181989,0.185343970213,0.128930805047,0.198124517278,0.0767090166877,0.187556188582,0.25047788868,0.149671417525,0.183610973375,0.0700260801818,0.0448125813159,0.105430095884,0.117173101689,0.0568224144588,0.134928901587,0.0964657573056,0.103908478695,0.182104386796,0.04492117514,0.00224576214996,0.159313183044,0.201518540344,0.0429860182763,0.253294744697,0.162487237354,0.13133589314,0.221436928136,0.20182814091,0.181148161061,0.16428266604,0.183400735235,0.151026557974,0.16633229549,0.206235354949,0.208803933848,,0.203591674177,0.175265288808,0.118823675746,0.115222842763,0.160713836041,0.111628444659,0.134085555132,0.1414417003,0.205818548671,0.120485945394,0.127500006026,0.0807688689798,0.0830007182715,0.110141176219,0.120691128819,0.0453922536487,0.215010233828,0.197468271675,0.1280035955,0.0346331816624,0.118080949584,,0.118506858268,0.173248440382,0.19328938869,0.188669167815,0.0979840592087,0.169804421629,0.135873416643,0.253729063331,0.171677642474,0.186799400423,0.236825580271,0.164362851627,0.0409911805312,0.150987225212,0.0846476325392,0.109443087985,0.09136630894,0.0920961439239,0.140984378457,0.19455699181,0.0149074017751,0.234858281536,0.155548280115,0.12949297214,0.0752121259658,0.160851304903,0.354493533463,0.172814187583,0.161162334137
group6365,0.341240483294,0.338045308357,0.0128013138123,0.0556183880178,0.287577089619,0.308028204492,0.638361319057,0.425460439904,1.0,0.790905369233,0.390285645372,0.729157334402,0.58566874359,0.635975198261,0.545120229763,0.491902498837,0.473824449885,0.218910736823,0.395646809679,0.416879103736,0.346600710542,0.189655062691,0.333461234195,0.0910170370026,0.324384230775,0.279895422016,0.40108624245,0.299441585572,0.168577154536,0.0980576926317,0.11326942465,0.202871414279,0.137461429929,0.297371591711,0.257026586943,0.0522750863441,0.295402761054,0.097210869877,0.00254285314461,0.30348266123,0.405692990364,0.0713333030992,0.449749993385,0.302306641846,0.33962960175,0.225004419851,0.246529811913,0.218679926262,0.244662162714,0.299472134297,0.243757106309,0.21543853324,0.333726932397,0.217800054022,,0.351269928411,0.409831811674,0.195818248988,0.189843005915,0.234157538613,0.173327293978,0.251043912272,0.273566909718,0.287719269067,0.285615540902,0.289650973776,0.111557634415,0.205043377234,0.250277764485,0.10601262303,0.0653822466335,0.427144759101,0.346512877226,0.311893088095,0.0510218143901,0.328381427906,,0.270710551477,0.282874177847,0.308566940208,0.291382736892,0.218526758141,0.385813740149,0.328019110253,0.403770207939,0.319867590427,0.240084526651,0.424918981692,0.309546764777,0.197864724506,0.356470482365,0.130773748793,0.171369121014,0.176716975136,0.16404675378,0.220592849551,0.325176532704,0.248357017171,0.367162254567,0.337620345862,0.383972416425,0.452260609353,0.358753509329,0.429603770139,0.419814497293,0.326145577157
group6366,0.273130784798,0.22296232754,0.0115833639223,0.0478743950405,0.327630495534,0.318994963706,0.648526335741,0.46197966963,0.790905369233,1.0,0.535881818879,0.734980361923,0.478370856262,0.595893619061,0.484490187514,0.49274651164,0.379243774174,0.241442365127,0.474578584095,0.486735159624,0.368839257681,0.211862285722,0.382637970347,0.101533949283,0.304416098775,0.265436062985,0.287133981208,0.196166322671,0.142634326808,0.0954602800289,0.0841047253027,0.163610521034,0.115995147818,0.25337145172,0.279185108404,0.058997400772,0.249202104055,0.0815121409795,0.00275532495555,0.242500943394,0.352559789117,0.0759879034153,0.499744179388,0.263748582258,0.349117377337,0.250392900619,0.266034502138,0.157124291487,0.229750635771,0.25873243571,0.230691058407,0.251976895491,0.225320122493,0.30715553209,,0.33155487716,0.317952873025,0.186502543889,0.155395111917,0.200426080254,0.131841020941,0.166013964862,0.217660662368,0.279845556346,0.189255522751,0.206223948575,0.112525792142,0.159561983131,0.207664624324,0.0818631647796,0.0625920308926,0.306407490797,0.282663790265,0.260935256567,0.0384184009356,0.193535750067,,0.236035180889,0.261082128436,0.245115279317,0.211677480625,0.179493507522,0.323904680194,0.25809623993,0.325082954004,0.213394430572,0.162634212243,0.31856276617,0.291419268279,0.128749479794,0.294676279478,0.0927495797106,0.123334515339,0.149377492976,0.141634940902,0.189800606036,0.268198942771,0.186986764492,0.398107892886,0.283339556768,0.299495298794,0.379512478465,0.238957719332,0.38075697945,0.295728261968,0.271902559799
